"Start time: 2024-12-09 07:53:03"
"Start due to power on record",
"Device ID: "
"Sample rate per sec.: 1.000000"
"UTC Time","200psi 5v           "," 5psi 5v"," O2 electrochemical"," O2 ZrO2"," Mass Flow 5v","O2 Paramagnetic"
45635.32951388889,0.4959,0.5113,0.0029,1.7558,0.0066,-0.0003
45635.32952546296,0.4959,0.5113,0.0029,1.7549,0.0066,-0.0003
45635.32953703703,0.4956,0.5113,0.0029,1.7549,0.0066,-0.0003
45635.32954861111,0.4956,0.5113,0.0029,1.7549,0.0066,-0.0003
45635.32956018518,0.4953,0.5113,0.0029,1.7549,0.0066,-0.0003
45635.32957175926,0.4956,0.5113,0.0029,1.7546,0.0069,-0.0003
45635.32958333332,0.4959,0.5113,0.0029,1.7518,0.0066,-0.0003
45635.32959490740,0.4953,0.5113,0.0029,1.7518,0.0066,-0.0003
45635.32960648148,0.4953,0.5113,0.0029,1.7518,0.0066,-0.0003
45635.32961805555,0.4956,0.5113,0.0029,1.7518,0.0069,-0.0003
45635.32962962962,0.4956,0.5113,0.0029,1.7518,0.0066,-0.0003
45635.32964120370,0.4956,0.5113,0.0029,1.7518,0.0066,-0.0003
45635.32965277777,0.4956,0.5113,0.0029,1.7515,0.0066,-0.0003
45635.32966435185,0.4956,0.5113,0.0029,1.7485,0.0066,-0.0003
45635.32967592592,0.4956,0.5113,0.0029,1.7488,0.0066,-0.0003
45635.32968749999,0.4959,0.5113,0.0029,1.7488,0.0066,-0.0003
45635.32969907407,0.4956,0.5113,0.0029,1.7488,0.0069,-0.0003
45635.32971064814,0.4956,0.5113,0.0029,1.7488,0.0066,-0.0003
45635.32972222222,0.4959,0.5113,0.0029,1.7482,0.0066,-0.0003
45635.32973379629,0.4959,0.5110,0.0029,1.7457,0.0066,-0.0003
45635.32974537036,0.4956,0.5113,0.0029,1.7457,0.0066,-0.0003
45635.32975694444,0.4956,0.5113,0.0029,1.7457,0.0066,-0.0003
45635.32976851851,0.4959,0.5113,0.0029,1.7457,0.0069,-0.0003
45635.32978009259,0.4962,0.5113,0.0029,1.7457,0.0066,-0.0003
45635.32979166666,0.4959,0.5113,0.0029,1.7439,0.0066,-0.0003
45635.32980324073,0.4959,0.5113,0.0029,1.7427,0.0069,-0.0003
45635.32981481481,0.4959,0.5110,0.0029,1.7427,0.0066,-0.0003
45635.32982638889,0.4959,0.5113,0.0029,1.7424,0.0069,-0.0003
45635.32983796296,0.4956,0.5113,0.0029,1.7427,0.0069,-0.0003
45635.32984953703,0.4956,0.5113,0.0029,1.7421,0.0066,-0.0003
45635.32986111110,0.4956,0.5110,0.0029,1.7396,0.0069,0.0000
45635.32987268518,0.4953,0.5113,0.0029,1.7396,0.0069,-0.0003
45635.32988425926,0.4956,0.5110,0.0029,1.7396,0.0069,-0.0003
45635.32989583333,0.4959,0.5113,0.0029,1.7396,0.0069,-0.0003
45635.32990740740,0.4959,0.5110,0.0029,1.7396,0.0066,-0.0003
45635.32991898148,0.4959,0.5110,0.0029,1.7393,0.0066,-0.0003
45635.32993055555,0.4962,0.5110,0.0029,1.7366,0.0066,-0.0003
45635.32994212963,0.4959,0.5107,0.0029,1.7366,0.0066,-0.0003
45635.32995370370,0.4959,0.5107,0.0029,1.7366,0.0066,-0.0003
45635.32996527777,0.4959,0.5107,0.0029,1.7366,0.0069,-0.0003
45635.32997685185,0.4962,0.5110,0.0029,1.7347,0.0069,-0.0003
45635.32998842592,0.4959,0.5110,0.0029,1.7335,0.0066,-0.0003
45635.32999999999,0.4956,0.5110,0.0029,1.7338,0.0069,-0.0003
45635.33001157407,0.4956,0.5110,0.0029,1.7338,0.0066,0.0000
45635.33002314814,0.4959,0.5110,0.0029,1.7338,0.0066,-0.0003
45635.33003472222,0.4956,0.5110,0.0029,1.7332,0.0069,-0.0003
45635.33004629629,0.4956,0.5110,0.0029,1.7308,0.0066,-0.0003
45635.33005787036,0.4956,0.5110,0.0029,1.7308,0.0069,-0.0003
45635.33006944444,0.4956,0.5107,0.0029,1.7308,0.0066,-0.0003
45635.33008101851,0.4956,0.5110,0.0029,1.7308,0.0066,-0.0003
45635.33009259259,0.4956,0.5110,0.0029,1.7308,0.0069,-0.0003
45635.33010416666,0.4956,0.5110,0.0029,1.7302,0.0069,-0.0003
45635.33011574073,0.4959,0.5110,0.0029,1.7274,0.0069,-0.0003
45635.33012731481,0.4956,0.5110,0.0029,1.7274,0.0066,-0.0003
45635.33013888889,0.4953,0.5110,0.0029,1.7274,0.0069,-0.0003
45635.33015046296,0.4953,0.5110,0.0029,1.7274,0.0069,-0.0003
45635.33016203703,0.4956,0.5110,0.0029,1.7274,0.0069,-0.0003
45635.33017361110,0.4956,0.5107,0.0029,1.7274,0.0066,-0.0003
45635.33018518518,0.4953,0.5107,0.0029,1.7259,0.0069,-0.0003
45635.33019675926,0.4956,0.5107,0.0029,1.7247,0.0069,-0.0003
45635.33020833333,0.4956,0.5107,0.0029,1.7247,0.0069,-0.0003
45635.33021990740,0.4956,0.5107,0.0029,1.7247,0.0069,-0.0003
45635.33023148148,0.4953,0.5107,0.0029,1.7247,0.0069,-0.0003
45635.33024305555,0.4956,0.5107,0.0029,1.7247,0.0069,-0.0003
45635.33025462963,0.4956,0.5107,0.0029,1.7244,0.0069,-0.0003
45635.33026620369,0.4956,0.5107,0.0029,1.7213,0.0069,-0.0003
45635.33027777777,0.4956,0.5107,0.0029,1.7216,0.0069,-0.0003
45635.33028935185,0.4956,0.5107,0.0029,1.7213,0.0069,-0.0003
45635.33030092592,0.4956,0.5107,0.0029,1.7216,0.0069,-0.0003
45635.33031249999,0.4956,0.5107,0.0029,1.7216,0.0069,-0.0003
45635.33032407407,0.4956,0.5107,0.0029,1.7195,0.0066,-0.0003
45635.33033564814,0.4956,0.5107,0.0029,1.7186,0.0069,-0.0003
45635.33034722222,0.4956,0.5107,0.0029,1.7186,0.0066,-0.0003
45635.33035879629,0.4962,0.5107,0.0029,1.7186,0.0066,-0.0003
45635.33037037036,0.4959,0.5107,0.0029,1.7186,0.0069,-0.0003
45635.33038194444,0.4953,0.5107,0.0029,1.7186,0.0066,-0.0003
45635.33039351851,0.4956,0.5107,0.0029,1.7164,0.0069,-0.0003
45635.33040509259,0.4959,0.5107,0.0029,1.7152,0.0066,-0.0003
45635.33041666666,0.4959,0.5107,0.0029,1.7152,0.0069,-0.0003
45635.33042824073,0.4956,0.5107,0.0029,1.7152,0.0069,-0.0003
45635.33043981481,0.4956,0.5107,0.0029,1.7152,0.0069,-0.0003
45635.33045138889,0.4956,0.5104,0.0029,1.7152,0.0069,-0.0003
45635.33046296296,0.4953,0.5107,0.0029,1.7149,0.0069,-0.0003
45635.33047453703,0.4956,0.5104,0.0029,1.7125,0.0069,-0.0003
45635.33048611110,0.4956,0.5104,0.0029,1.7125,0.0069,-0.0003
45635.33049768518,0.4956,0.5104,0.0029,1.7125,0.0069,-0.0003
45635.33050925926,0.4956,0.5104,0.0029,1.7125,0.0069,-0.0003
45635.33052083333,0.4959,0.5104,0.0029,1.7125,0.0069,-0.0003
45635.33053240740,0.4959,0.5104,0.0029,1.7125,0.0069,-0.0003
45635.33054398148,0.4956,0.5104,0.0029,1.7103,0.0069,-0.0003
45635.33055555555,0.4959,0.5104,0.0029,1.7091,0.0066,-0.0003
45635.33056712963,0.4959,0.5104,0.0029,1.7091,0.0066,-0.0003
45635.33057870370,0.4959,0.5104,0.0029,1.7091,0.0069,-0.0003
45635.33059027777,0.4959,0.5107,0.0029,1.7091,0.0066,0.0000
45635.33060185185,0.4959,0.5104,0.0029,1.7091,0.0069,-0.0003
45635.33061342592,0.4959,0.5104,0.0029,1.7091,0.0066,-0.0003
45635.33062500000,0.4956,0.5104,0.0029,1.7091,0.0066,-0.0003
45635.33063657407,0.4956,0.5104,0.0029,1.7088,0.0069,-0.0003
45635.33064814814,0.4959,0.5104,0.0029,1.7064,0.0069,0.0000
45635.33065972222,0.4959,0.5104,0.0029,1.7064,0.0069,-0.0003
45635.33067129629,0.4956,0.5104,0.0029,1.7061,0.0069,-0.0003
45635.33068287036,0.4956,0.5104,0.0029,1.7064,0.0069,-0.0003
45635.33069444444,0.4956,0.5104,0.0029,1.7064,0.0069,0.0000
45635.33070601851,0.4959,0.5104,0.0029,1.7061,0.0069,-0.0003
45635.33071759259,0.4959,0.5104,0.0029,1.7064,0.0069,-0.0003
45635.33072916666,0.4959,0.5101,0.0029,1.7061,0.0069,-0.0003
45635.33074074073,0.4959,0.5104,0.0029,1.7061,0.0066,-0.0003
45635.33075231481,0.4959,0.5101,0.0029,1.7064,0.0069,-0.0003
45635.33076388888,0.4962,0.5104,0.0029,1.7061,0.0069,-0.0003
45635.33077546296,0.4962,0.5104,0.0029,1.7061,0.0066,-0.0003
45635.33078703703,0.4959,0.5101,0.0029,1.7064,0.0069,-0.0003
45635.33079861110,0.4959,0.5101,0.0029,1.7064,0.0066,-0.0003
45635.33081018518,0.4959,0.5101,0.0029,1.7064,0.0066,-0.0003
45635.33082175926,0.4959,0.5101,0.0029,1.7061,0.0066,-0.0003
45635.33083333333,0.4959,0.5104,0.0029,1.7064,0.0066,-0.0003
45635.33084490740,0.4962,0.5101,0.0029,1.7061,0.0069,-0.0003
45635.33085648148,0.4962,0.5101,0.0029,1.7061,0.0069,-0.0003
45635.33086805555,0.4959,0.5101,0.0029,1.7061,0.0069,-0.0003
45635.33087962963,0.4959,0.5101,0.0029,1.7061,0.0069,-0.0003
45635.33089120370,0.4959,0.5101,0.0029,1.7061,0.0069,-0.0003
45635.33090277777,0.4959,0.5101,0.0029,1.7061,0.0069,-0.0003
45635.33091435185,0.4959,0.5101,0.0029,1.7061,0.0069,-0.0003
45635.33092592592,0.4956,0.5101,0.0029,1.7061,0.0069,-0.0003
45635.33093750000,0.4956,0.5101,0.0029,1.7061,0.0069,-0.0003
45635.33094907407,0.4956,0.5101,0.0029,1.7061,0.0069,-0.0003
45635.33096064814,0.4956,0.5101,0.0029,1.7061,0.0069,-0.0003
45635.33097222222,0.4956,0.5101,0.0029,1.7064,0.0069,-0.0003
45635.33098379629,0.4956,0.5101,0.0029,1.7091,0.0069,-0.0003
45635.33099537036,0.4956,0.5101,0.0029,1.7091,0.0069,-0.0003
45635.33100694444,0.4953,0.5101,0.0029,1.7091,0.0069,0.0000
45635.33101851851,0.4956,0.5101,0.0029,1.7091,0.0069,-0.0003
45635.33103009259,0.4953,0.5101,0.0029,1.7091,0.0069,-0.0003
45635.33104166666,0.4953,0.5101,0.0029,1.7091,0.0069,-0.0003
45635.33105324073,0.4953,0.5101,0.0029,1.7091,0.0069,-0.0003
45635.33106481481,0.4953,0.5101,0.0029,1.7091,0.0069,-0.0003
45635.33107638888,0.4953,0.5101,0.0029,1.7106,0.0069,-0.0003
45635.33108796296,0.4956,0.5101,0.0029,1.7122,0.0069,-0.0003
45635.33109953703,0.4956,0.5101,0.0029,1.7122,0.0069,-0.0003
45635.33111111110,0.4953,0.5101,0.0029,1.7122,0.0069,0.0000
45635.33112268518,0.4953,0.5101,0.0029,1.7122,0.0069,-0.0003
45635.33113425926,0.4953,0.5101,0.0029,1.7122,0.0069,-0.0003
45635.33114583333,0.4953,0.5101,0.0029,1.7122,0.0069,-0.0003
45635.33115740740,0.4953,0.5101,0.0029,1.7125,0.0066,-0.0003
45635.33116898147,0.4953,0.5101,0.0029,1.7149,0.0069,-0.0003
45635.33118055555,0.4953,0.5101,0.0029,1.7149,0.0069,-0.0003
45635.33119212963,0.4956,0.5101,0.0029,1.7149,0.0069,-0.0003
45635.33120370370,0.4953,0.5101,0.0029,1.7149,0.0069,-0.0003
45635.33121527777,0.4953,0.5101,0.0029,1.7149,0.0069,-0.0003
45635.33122685185,0.4953,0.5101,0.0029,1.7149,0.0069,-0.0003
45635.33123842592,0.4953,0.5101,0.0029,1.7149,0.0069,-0.0003
45635.33125000000,0.4953,0.5101,0.0029,1.7149,0.0066,-0.0003
45635.33126157407,0.4953,0.5101,0.0029,1.7167,0.0066,-0.0003
45635.33127314814,0.4953,0.5101,0.0029,1.7183,0.0069,0.0000
45635.33128472222,0.4953,0.5101,0.0029,1.7183,0.0069,-0.0003
45635.33129629629,0.4953,0.5101,0.0029,1.7183,0.0066,-0.0003
45635.33130787036,0.4953,0.5101,0.0029,1.7183,0.0069,-0.0003
45635.33131944444,0.4953,0.5101,0.0029,1.7183,0.0069,-0.0003
45635.33133101851,0.4950,0.5101,0.0029,1.7183,0.0069,-0.0003
45635.33134259259,0.4950,0.5104,0.0029,1.7183,0.0069,-0.0003
45635.33135416666,0.4953,0.5101,0.0029,1.7183,0.0069,-0.0003
45635.33136574073,0.4950,0.5101,0.0029,1.7183,0.0069,-0.0003
45635.33137731481,0.4953,0.5101,0.0029,1.7183,0.0066,-0.0003
45635.33138888888,0.4953,0.5101,0.0029,1.7183,0.0069,-0.0003
45635.33140046296,0.4953,0.5101,0.0029,1.7183,0.0069,-0.0003
45635.33141203703,0.4956,0.5098,0.0029,1.7183,0.0066,-0.0003
45635.33142361110,0.4953,0.5098,0.0029,1.7183,0.0069,-0.0003
45635.33143518518,0.4956,0.5101,0.0029,1.7183,0.0069,-0.0003
45635.33144675926,0.4956,0.5101,0.0029,1.7180,0.0069,-0.0003
45635.33145833333,0.4953,0.5101,0.0029,1.7183,0.0069,-0.0003
45635.33146990740,0.4953,0.5101,0.0029,1.7183,0.0069,-0.0003
45635.33148148147,0.4956,0.5101,0.0032,1.7183,0.0069,-0.0003
45635.33149305555,0.4953,0.5101,0.0032,1.7183,0.0069,-0.0003
45635.33150462963,0.4953,0.5101,0.0032,1.7183,0.0069,-0.0003
45635.33151620370,0.4950,0.5104,0.0029,1.7183,0.0069,-0.0003
45635.33152777777,0.4953,0.5110,0.0029,1.7183,0.0069,0.0000
45635.33153935185,0.4956,0.5104,0.0029,1.7183,0.0069,-0.0003
45635.33155092592,0.4953,0.5101,0.0029,1.7183,0.0066,-0.0003
45635.33156250000,0.4953,0.5098,0.0029,1.7183,0.0069,-0.0003
45635.33157407407,0.4956,0.5098,0.0029,1.7183,0.0069,-0.0003
45635.33158564814,0.4956,0.5098,0.0029,1.7183,0.0069,0.0000
45635.33159722222,0.4956,0.5107,0.0029,1.7183,0.0069,-0.0003
45635.33160879629,0.4959,0.5095,0.0029,1.7180,0.0069,-0.0003
45635.33162037037,0.4956,0.5086,0.0029,1.7183,0.0066,-0.0003
45635.33163194444,0.4953,0.5095,0.0032,1.7183,0.0069,-0.0003
45635.33164351851,0.4953,0.5095,0.0029,1.7183,0.0069,-0.0003
45635.33165509259,0.4953,0.5098,0.0029,1.7183,0.0069,0.0000
45635.33166666666,0.4956,0.5098,0.0029,1.7180,0.0069,-0.0003
45635.33167824073,0.4956,0.5101,0.0029,1.7183,0.0066,-0.0003
45635.33168981481,0.4959,0.5104,0.0029,1.7180,0.0066,-0.0003
45635.33170138888,0.4956,0.5104,0.0029,1.7180,0.0066,-0.0003
45635.33171296296,0.4959,0.5086,0.0029,1.7180,0.0066,-0.0003
45635.33172453703,0.4956,0.5086,0.0029,1.7180,0.0069,-0.0003
45635.33173611110,0.4956,0.5092,0.0029,1.7180,0.0069,-0.0003
45635.33174768518,0.4953,0.5095,0.0029,1.7180,0.0069,-0.0003
45635.33175925926,0.4956,0.5095,0.0029,1.7180,0.0069,-0.0003
45635.33177083333,0.4956,0.5095,0.0029,1.7180,0.0069,-0.0003
45635.33178240740,0.4956,0.5095,0.0029,1.7180,0.0069,-0.0003
45635.33179398147,0.4953,0.5095,0.0029,1.7180,0.0069,-0.0003
45635.33180555555,0.4953,0.5095,0.0029,1.7180,0.0069,-0.0003
45635.33181712963,0.4956,0.5095,0.0029,1.7180,0.0069,-0.0003
45635.33182870370,0.4956,0.5095,0.0029,1.7180,0.0069,0.0000
45635.33184027777,0.4956,0.5095,0.0029,1.7180,0.0069,-0.0003
45635.33185185185,0.4956,0.5098,0.0029,1.7149,0.0069,-0.0003
45635.33186342592,0.4956,0.5095,0.0029,1.7149,0.0066,-0.0003
45635.33187500000,0.4956,0.5095,0.0029,1.7149,0.0069,-0.0003
45635.33188657407,0.4956,0.5098,0.0029,1.7149,0.0069,-0.0003
45635.33189814814,0.4956,0.5095,0.0029,1.7149,0.0069,-0.0003
45635.33190972222,0.4953,0.5095,0.0029,1.7149,0.0069,-0.0003
45635.33192129629,0.4953,0.5098,0.0029,1.7149,0.0069,-0.0003
45635.33193287037,0.4959,0.5098,0.0029,1.7149,0.0066,-0.0003
45635.33194444444,0.4956,0.5095,0.0029,1.7149,0.0069,-0.0003
45635.33195601851,0.4956,0.5098,0.0029,1.7149,0.0069,-0.0003
45635.33196759259,0.4953,0.5098,0.0029,1.7149,0.0066,-0.0003
45635.33197916666,0.4956,0.5095,0.0029,1.7149,0.0069,-0.0003
45635.33199074073,0.4956,0.5092,0.0029,1.7149,0.0069,-0.0003
45635.33200231481,0.4956,0.5095,0.0029,1.7122,0.0069,-0.0003
45635.33201388888,0.4956,0.5092,0.0029,1.7122,0.0069,-0.0003
45635.33202546296,0.4959,0.5095,0.0029,1.7122,0.0066,-0.0003
45635.33203703703,0.4956,0.5095,0.0029,1.7122,0.0069,-0.0003
45635.33204861110,0.4956,0.5095,0.0029,1.7122,0.0069,-0.0003
45635.33206018518,0.4956,0.5095,0.0029,1.7119,0.0069,-0.0003
45635.33207175925,0.4953,0.5095,0.0029,1.7122,0.0069,-0.0003
45635.33208333333,0.4953,0.5095,0.0029,1.7122,0.0069,-0.0003
45635.33209490740,0.4956,0.5095,0.0029,1.7119,0.0069,-0.0003
45635.33210648147,0.4956,0.5095,0.0029,1.7122,0.0069,-0.0003
45635.33211805555,0.4953,0.5098,0.0029,1.7122,0.0069,-0.0003
45635.33212962963,0.4950,0.5092,0.0029,1.7122,0.0069,-0.0003
45635.33214120370,0.4953,0.5095,0.0029,1.7122,0.0066,-0.0003
45635.33215277777,0.4956,0.5095,0.0029,1.7122,0.0066,-0.0003
45635.33216435184,0.4956,0.5092,0.0029,1.7088,0.0069,-0.0003
45635.33217592592,0.4959,0.5095,0.0029,1.7088,0.0069,0.0000
45635.33218750000,0.4956,0.5095,0.0029,1.7088,0.0069,-0.0003
45635.33219907407,0.4953,0.5095,0.0029,1.7088,0.0066,-0.0003
45635.33221064814,0.4956,0.5095,0.0029,1.7088,0.0069,-0.0003
45635.33222222222,0.4953,0.5095,0.0029,1.7088,0.0069,-0.0003
45635.33223379629,0.4956,0.5095,0.0029,1.7088,0.0066,-0.0003
45635.33224537037,0.4959,0.5095,0.0029,1.7088,0.0066,-0.0003
45635.33225694444,0.4959,0.5092,0.0029,1.7088,0.0066,-0.0003
45635.33226851851,0.4959,0.5092,0.0029,1.7088,0.0066,-0.0003
45635.33228009259,0.4956,0.5092,0.0029,1.7088,0.0069,-0.0003
45635.33229166666,0.4956,0.5095,0.0029,1.7088,0.0069,-0.0003
45635.33230324074,0.5194,0.5095,0.0029,1.7076,0.0069,-0.0003
45635.33231481481,0.5673,0.5095,0.0029,1.7061,0.0069,-0.0003
45635.33232638888,0.6225,0.5095,0.0029,1.7061,0.0069,-0.0003
45635.33233796296,0.6759,0.5092,0.0029,1.7061,0.0069,-0.0003
45635.33234953704,0.7266,0.5095,0.0029,1.7061,0.0069,-0.0003
45635.33236111110,0.7748,0.5095,0.0029,1.7061,0.0069,-0.0003
45635.33237268518,0.8221,0.5092,0.0029,1.7061,0.0069,-0.0003
45635.33238425925,0.8688,0.5095,0.0029,1.7061,0.0069,-0.0003
45635.33239583333,0.9146,0.5092,0.0029,1.7061,0.0069,-0.0003
45635.33240740740,0.9588,0.5092,0.0029,1.7042,0.0069,-0.0006
45635.33241898147,1.0028,0.5092,0.0029,1.7027,0.0069,-0.0003
45635.33243055555,1.0446,0.5092,0.0029,1.7027,0.0069,-0.0003
45635.33244212963,1.0870,0.5092,0.0029,1.7027,0.0069,-0.0003
45635.33245370370,1.1279,0.5092,0.0029,1.7027,0.0069,-0.0003
45635.33246527777,1.1685,0.5092,0.0029,1.7027,0.0069,-0.0003
45635.33247685184,1.2072,0.5095,0.0029,1.7027,0.0069,-0.0003
45635.33248842592,1.2448,0.5092,0.0029,1.7030,0.0069,-0.0003
45635.33250000000,1.2817,0.5086,0.0029,1.7027,0.0069,-0.0003
45635.33251157407,1.3168,0.5086,0.0029,1.7027,0.0069,-0.0003
45635.33252314814,1.3522,0.5095,0.0029,1.7015,0.0069,-0.0003
45635.33253472222,1.3867,0.5095,0.0029,1.7000,0.0069,-0.0003
45635.33254629629,1.4199,0.5095,0.0029,1.7000,0.0069,-0.0003
45635.33255787037,1.4526,0.5095,0.0029,1.7000,0.0069,-0.0003
45635.33256944444,1.4846,0.5092,0.0029,1.7000,0.0069,-0.0003
