"Start time: 2024-12-05 19:17:19"
"Start due to power on record",
"Device ID: "
"Sample rate per sec.: 1.000000"
"UTC Time","200psi 5v           "," 5psi 5v"," O2 electrochemical"," O2 ZrO2"," Mass Flow 5v","O2 Paramagnetic"
45631.80438657408,1.8914,0.5168,-0.0008,9.0756,0.0346,1.8326
45631.80439814815,1.8899,0.5168,-0.0008,9.0753,0.0343,1.8329
45631.80440972222,1.8881,0.5168,-0.0008,9.0753,0.0340,1.8329
45631.80442129630,1.8862,0.5168,-0.0011,9.0753,0.0340,1.8329
45631.80443287037,1.8847,0.5168,-0.0008,9.0753,0.0337,1.8329
45631.80444444445,1.8832,0.5165,-0.0008,9.0753,0.0337,1.8329
45631.80445601852,1.8817,0.5165,-0.0008,9.0753,0.0334,1.8329
45631.80446759259,1.8804,0.5165,-0.0011,9.0753,0.0331,1.8329
45631.80447916667,1.8795,0.5165,-0.0011,9.0753,0.0331,1.8329
45631.80449074074,1.8780,0.5162,-0.0008,9.0753,0.0328,1.8329
45631.80450231482,1.8768,0.5159,-0.0008,9.0750,0.0328,1.8329
45631.80451388889,1.8753,0.5159,-0.0008,9.0753,0.0325,1.8329
45631.80452546296,1.8737,0.5159,-0.0008,9.0753,0.0319,1.8329
45631.80453703704,1.8722,0.5153,-0.0008,9.0750,0.0319,1.8329
45631.80454861111,1.8707,0.5153,-0.0011,9.0753,0.0316,1.8329
45631.80456018518,1.8685,0.5153,-0.0008,9.0753,0.0316,1.8329
45631.80457175926,1.8670,0.5153,-0.0008,9.0750,0.0313,1.8329
45631.80458333333,1.8655,0.5153,-0.0008,9.0750,0.0310,1.8329
45631.80459490741,1.8643,0.5150,-0.0011,9.0750,0.0310,1.8329
45631.80460648148,1.8624,0.5150,-0.0011,9.0750,0.0310,1.8329
45631.80461805555,1.8612,0.5150,-0.0008,9.0747,0.0307,1.8329
45631.80462962963,1.8600,0.5150,-0.0008,9.0750,0.0304,1.8329
45631.80464120371,1.8585,0.5147,-0.0008,9.0750,0.0304,1.8329
45631.80465277778,1.8572,0.5147,-0.0008,9.0750,0.0301,1.8335
45631.80466435185,1.8560,0.5147,-0.0008,9.0750,0.0298,1.8335
45631.80467592592,1.8548,0.5144,-0.0008,9.0750,0.0298,1.8335
45631.80468750000,1.8533,0.5144,-0.0011,9.0750,0.0294,1.8335
45631.80469907408,1.8521,0.5141,-0.0008,9.0750,0.0294,1.8341
45631.80471064815,1.8508,0.5141,-0.0011,9.0750,0.0291,1.8344
45631.80472222222,2.1578,1.6588,-0.0008,9.0747,1.6368,1.8350
45631.80473379630,2.3623,0.7957,-0.0008,9.0714,0.2968,1.8460
45631.80474537037,2.3544,0.6102,-0.0008,9.2673,0.2348,1.9418
45631.80475694445,2.3495,0.6016,-0.0011,9.9912,0.2223,2.1423
45631.80476851852,2.3461,0.5983,-0.0008,9.9994,0.2150,2.3804
45631.80478009259,2.3440,0.5962,-0.0008,9.9994,0.2101,2.6285
45631.80479166667,2.3425,0.5946,-0.0008,9.9994,0.2071,2.8137
45631.80480324074,2.3415,0.5937,-0.0008,9.8227,0.2052,2.9169
45631.80481481482,2.3406,0.5931,-0.0011,9.4135,0.2043,3.0057
45631.80482638889,2.3403,0.5928,-0.0008,9.2282,0.2037,3.0988
45631.80483796296,2.3403,0.5928,-0.0011,9.2166,0.2034,3.1940
45631.80484953704,2.3406,0.5928,-0.0008,9.2038,0.2037,3.2883
45631.80486111111,2.3406,0.5931,-0.0008,9.2023,0.2040,3.3801
45631.80487268518,2.3415,0.5934,-0.0008,9.2020,0.2046,3.4686
45631.80488425926,2.3422,0.5937,-0.0008,9.1910,0.2052,3.5535
45631.80489583333,2.3425,0.5940,-0.0011,9.1785,0.2061,3.6340
45631.80490740741,2.3431,0.5943,-0.0008,9.1773,0.2071,3.7103
45631.80491898148,2.3434,0.5949,-0.0008,9.1770,0.2083,3.7811
45631.80493055555,2.3440,0.5952,-0.0008,9.1742,0.2095,3.8492
45631.80494212963,2.3449,0.5962,-0.0011,9.1742,0.2107,3.9120
45631.80495370370,2.3458,0.5968,-0.0008,9.1724,0.2122,3.9713
45631.80496527778,2.3467,0.5974,-0.0011,9.1709,0.2135,4.0274
45631.80497685185,2.3476,0.5983,-0.0008,9.1690,0.2153,4.0802
45631.80498842592,2.3489,0.5992,-0.0008,9.1678,0.2171,4.1312
45631.80500000000,2.3501,0.5998,-0.0008,9.1678,0.2187,4.1791
45631.80501157408,2.3510,0.6004,-0.0008,9.1675,0.2208,4.2245
45631.80502314815,2.3519,0.6013,-0.0008,9.1675,0.2229,4.2682
45631.80503472222,2.3528,0.6023,-0.0008,9.1648,0.2248,4.3082
45631.80504629629,2.3544,0.6035,-0.0008,9.1648,0.2269,4.3460
45631.80505787037,2.3556,0.6044,-0.0008,9.1648,0.2293,4.3823
45631.80506944445,2.3568,0.6053,-0.0008,9.1648,0.2318,4.4171
45631.80508101852,2.3577,0.6065,-0.0008,9.1648,0.2345,4.4495
45631.80509259259,2.3586,0.6077,-0.0008,9.1648,0.2373,4.4797
45631.80510416667,2.3596,0.6096,-0.0011,9.1648,0.2403,4.5087
45631.80511574074,2.3608,0.6108,-0.0008,9.1648,0.2437,4.5355
45631.80512731482,2.3623,0.6123,-0.0008,9.1617,0.2470,4.5615
45631.80513888889,2.3638,0.6139,-0.0008,9.1617,0.2510,4.5853
45631.80515046296,2.3653,0.6157,-0.0008,9.1617,0.2550,4.6078
45631.80516203704,2.3666,0.6178,-0.0008,9.1617,0.2595,4.6292
45631.80517361111,2.3684,0.6200,-0.0008,9.1614,0.2647,4.6497
45631.80518518519,2.3696,0.6230,-0.0008,9.1586,0.2708,4.6692
45631.80519675926,2.3711,0.6261,-0.0008,9.1586,0.2782,4.6872
45631.80520833333,2.3727,0.6303,-0.0008,9.1590,0.2873,4.7043
45631.80521990741,2.3739,0.6358,-0.0008,9.1590,0.3026,4.7211
45631.80523148148,2.3754,0.6520,-0.0011,9.1590,0.3429,4.7366
45631.80524305555,2.3763,0.6779,-0.0008,9.1586,0.4039,4.7516
45631.80525462963,2.3785,0.7161,-0.0008,9.1556,0.4954,4.7656
45631.80526620370,2.3800,0.7713,-0.0011,9.1574,0.6254,4.7800
45631.80527777778,2.3818,0.8586,-0.0008,9.1586,0.8327,4.7949
45631.80528935185,2.3846,1.0100,-0.0008,9.1590,1.1824,4.8099
45631.80530092592,2.3879,1.3133,-0.0008,9.1617,1.8815,4.8264
45631.80531250000,2.3946,2.1290,-0.0008,9.1641,3.6814,4.8447
45631.80532407408,2.4041,3.7358,-0.0008,9.2084,5.4990,4.8648
45631.80533564815,2.3879,2.6954,-0.0008,9.2319,3.2292,4.8865
45631.80534722222,2.3715,0.7533,-0.0008,9.7394,0.3990,4.9081
45631.80535879629,2.3660,0.6261,-0.0008,9.7833,0.2742,4.9252
45631.80537037037,2.3599,0.6135,-0.0008,9.7382,0.2510,4.9368
45631.80538194445,2.3534,0.6062,-0.0008,9.6939,0.2345,4.9429
45631.80539351852,2.3473,0.6001,-0.0008,8.6847,0.2211,4.9445
45631.80540509259,2.3428,0.5955,-0.0008,8.6640,0.2104,4.9451
45631.80541666667,2.3370,0.5916,-0.0008,8.6853,0.2016,4.9451
45631.80542824074,2.3318,0.5879,-0.0008,8.6997,0.1936,4.9454
45631.80543981482,2.3263,0.5852,-0.0008,9.0741,0.1869,4.9451
45631.80545138889,2.3202,0.5827,-0.0011,9.0824,0.1811,4.9451
45631.80546296296,2.3153,0.5806,-0.0008,9.0851,0.1765,4.9454
45631.80547453704,2.3104,0.5788,-0.0011,9.0851,0.1720,4.9451
45631.80548611111,2.3049,0.5769,-0.0008,9.0869,0.1680,4.9454
45631.80549768519,2.3007,0.5751,-0.0011,9.0885,0.1643,4.9451
45631.80550925926,2.2961,0.5736,-0.0008,9.0903,0.1607,4.9454
45631.80552083333,2.2918,0.5723,-0.0008,9.0903,0.1576,4.9454
45631.80553240741,2.2872,0.5711,-0.0008,9.0903,0.1540,4.9454
45631.80554398149,2.2826,0.5696,-0.0008,9.0933,0.1515,4.9454
45631.80555555555,2.2781,0.5681,-0.0008,9.0936,0.1482,4.9454
45631.80556712963,2.2738,0.5669,-0.0008,9.0936,0.1457,4.9454
45631.80557870370,2.2692,0.5659,-0.0008,9.0964,0.1430,4.9451
45631.80559027778,2.2649,0.5650,-0.0008,9.0964,0.1405,4.9445
45631.80560185185,2.2894,0.5681,-0.0008,9.0964,0.1579,4.9448
45631.80561342592,2.3928,2.6646,-0.0008,9.0970,3.6842,4.9448
45631.80562500000,2.3705,0.7945,-0.0008,9.1385,0.3725,4.9454
45631.80563657408,2.3641,0.6224,-0.0008,9.1550,0.2635,4.9460
45631.80564814815,2.3580,0.6108,-0.0008,9.1565,0.2428,4.9466
45631.80565972222,2.3519,0.6035,-0.0008,9.1510,0.2275,4.9478
45631.80567129629,2.3461,0.5980,-0.0008,8.8794,0.2153,4.9481
45631.80568287037,2.3406,0.5934,-0.0011,8.7845,0.2052,4.9481
45631.80569444445,2.3776,1.8489,-0.0008,8.7827,2.4678,4.9484
45631.80570601852,2.3849,2.7073,-0.0008,8.8025,3.3766,4.9484
45631.80571759259,2.3910,2.0106,-0.0008,8.9438,2.7220,4.9490
45631.80572916667,2.4078,4.0537,-0.0008,9.1516,5.5024,4.9503
45631.80574074074,2.3757,1.9261,-0.0008,9.2386,1.9029,4.9518
45631.80575231482,2.3684,0.6676,-0.0008,9.2383,0.3102,4.9542
45631.80576388889,2.3626,0.6200,-0.0008,9.6533,0.2650,4.9554
45631.80577546296,2.3568,0.6105,-0.0008,9.9994,0.2446,4.9561
45631.80578703704,2.3510,0.6038,-0.0008,9.9994,0.2293,4.9557
45631.80579861111,2.3452,0.5980,-0.0008,9.9994,0.2171,4.9551
45631.80581018519,2.3397,0.5934,-0.0011,9.9994,0.2068,4.9548
45631.80582175926,2.3348,0.5897,-0.0008,9.9994,0.1982,4.9548
45631.80583333333,2.3296,0.5864,-0.0008,9.9994,0.1909,4.9548
45631.80584490741,2.3245,0.5839,-0.0008,9.9994,0.1845,4.9545
45631.80585648148,2.3187,0.5815,-0.0008,9.1617,0.1793,4.9542
45631.80586805556,2.3138,0.5794,-0.0008,9.1602,0.1744,4.9542
45631.80587962963,2.3083,0.5778,-0.0008,9.1599,0.1707,4.9542
45631.80589120370,2.3037,0.5760,-0.0011,9.1599,0.1668,4.9542
45631.80590277778,2.2985,0.5745,-0.0011,9.1596,0.1634,4.9542
45631.80591435185,2.2942,0.5730,-0.0011,9.1565,0.1598,4.9533
45631.80592592592,2.2903,0.5717,-0.0008,9.1565,0.1567,4.9533
45631.80593750000,2.2863,0.5702,-0.0008,9.1565,0.1533,4.9533
45631.80594907407,2.2814,0.5687,-0.0008,9.1562,0.1509,4.9533
45631.80596064815,2.2775,0.5675,-0.0008,9.1562,0.1479,4.9533
45631.80597222222,2.2726,0.5666,-0.0008,9.1532,0.1451,4.9533
45631.80598379629,2.2680,0.5653,-0.0008,9.1532,0.1427,4.9527
45631.80599537037,2.2634,0.5644,-0.0008,9.1535,0.1402,4.9527
45631.80600694445,2.2598,0.5635,-0.0008,9.1532,0.1381,4.9527
45631.80601851852,2.2555,0.5626,-0.0008,9.1535,0.1353,4.9527
45631.80603009259,2.3559,2.1898,-0.0008,9.1532,3.0009,4.9527
45631.80604166667,2.3956,3.3857,-0.0008,9.1516,4.5765,4.9530
45631.80605324074,2.3745,1.2044,-0.0008,9.1162,1.1189,4.9539
45631.80606481482,2.3699,0.6660,-0.0008,8.7436,0.3181,4.9554
45631.80607638889,2.3956,2.8672,-0.0008,8.7412,3.8526,4.9564
45631.80608796296,2.3681,0.8507,-0.0008,8.6170,0.3755,4.9576
45631.80609953704,2.3608,0.6203,-0.0011,8.6136,0.2599,4.9579
45631.80611111111,2.3544,0.6081,-0.0008,8.8010,0.2388,4.9579
45631.80612268519,2.3480,0.6010,-0.0011,9.0653,0.2235,4.9579
45631.80613425926,2.3425,0.5955,-0.0011,9.4412,0.2116,4.9579
45631.80614583333,2.3367,0.5913,-0.0008,9.3625,0.2016,4.9573
45631.80615740741,2.3312,0.5873,-0.0008,9.2957,0.1930,4.9573
45631.80616898148,2.3251,0.5846,-0.0008,9.2301,0.1860,4.9573
45631.80618055556,2.3190,0.5818,-0.0008,9.1602,0.1802,4.9573
45631.80619212963,2.3141,0.5797,-0.0008,9.1602,0.1753,4.9567
45631.80620370370,2.3086,0.5778,-0.0011,9.1602,0.1707,4.9567
45631.80621527778,2.3034,0.5760,-0.0011,9.1602,0.1665,4.9567
45631.80622685186,2.2982,0.5742,-0.0008,9.1599,0.1628,4.9567
45631.80623842592,2.2930,0.5727,-0.0008,9.1599,0.1588,4.9567
45631.80625000000,2.2881,0.5714,-0.0008,9.1599,0.1552,4.9564
45631.80626157407,2.2833,0.5699,-0.0011,9.1596,0.1521,4.9561
45631.80627314815,2.2781,0.5681,-0.0008,9.1596,0.1494,4.9561
45631.80628472222,2.2735,0.5669,-0.0008,9.1596,0.1460,4.9561
45631.80629629629,2.2689,0.5656,-0.0011,9.1596,0.1433,4.9561
45631.80630787037,2.2643,0.5647,-0.0008,9.1596,0.1405,4.9561
45631.80631944445,2.2601,0.5635,-0.0008,9.1596,0.1381,4.9561
45631.80633101852,2.2555,0.5626,-0.0008,9.1596,0.1353,4.9554
45631.80634259259,2.2509,0.5611,-0.0008,9.1596,0.1329,4.9554
45631.80635416666,2.2466,0.5601,-0.0008,9.1562,0.1308,4.9554
45631.80636574074,2.2415,0.5592,-0.0008,9.1562,0.1283,4.9554
45631.80637731482,2.2372,0.5583,-0.0008,9.1562,0.1265,4.9554
45631.80638888889,2.2332,0.5574,-0.0011,9.1562,0.1244,4.9554
45631.80640046296,2.2295,0.5565,-0.0008,9.1562,0.1219,4.9554
45631.80641203704,2.2256,0.5553,-0.0011,9.1535,0.1204,4.9554
45631.80642361111,2.2216,0.5546,-0.0008,9.1535,0.1186,4.9554
45631.80643518519,2.2176,0.5540,-0.0011,9.1535,0.1167,4.9554
45631.80644675926,2.2137,0.5531,-0.0011,9.1519,0.1146,4.9548
45631.80645833333,2.2106,0.5522,-0.0008,9.1501,0.1131,4.9548
45631.80646990741,2.2064,0.5519,-0.0008,9.1501,0.1115,4.9548
45631.80648148148,2.2024,0.5510,-0.0008,9.1501,0.1097,4.9548
45631.80649305556,2.1987,0.5504,-0.0008,9.1486,0.1082,4.9548
45631.80650462963,2.1954,0.5498,-0.0008,9.1471,0.1070,4.9548
45631.80651620370,2.1917,0.5489,-0.0011,9.1467,0.1054,4.9548
45631.80652777778,2.1884,0.5482,-0.0008,9.1467,0.1039,4.9548
45631.80653935186,2.1847,0.5476,-0.0008,9.1455,0.1024,4.9548
45631.80655092592,2.1822,0.5470,-0.0008,9.1437,0.1012,4.9548
45631.80656250000,2.1786,0.5464,-0.0008,9.1437,0.0999,4.9548
45631.80657407407,2.1746,0.5458,-0.0008,9.1437,0.0987,4.9548
45631.80658564815,2.1710,0.5452,-0.0008,9.1437,0.0975,4.9548
45631.80659722222,2.1673,0.5446,-0.0011,9.1437,0.0960,4.9548
45631.80660879629,2.1642,0.5443,-0.0008,9.1437,0.0948,4.9542
45631.80662037037,2.1609,0.5437,-0.0011,9.1437,0.0935,4.9542
45631.80663194445,2.1578,0.5431,-0.0011,9.1437,0.0926,4.9542
45631.80664351852,2.1548,0.5427,-0.0008,9.1437,0.0914,4.9542
45631.80665509259,2.1508,0.5418,-0.0011,9.1437,0.0902,4.9542
45631.80666666666,2.1472,0.5415,-0.0011,9.1422,0.0893,4.9542
45631.80667824074,2.1441,0.5412,-0.0008,9.1406,0.0880,4.9542
45631.80668981482,2.1417,0.5406,-0.0008,9.1406,0.0871,4.9542
45631.80670138889,2.1383,0.5403,-0.0008,9.1406,0.0862,4.9542
45631.80671296296,2.1353,0.5397,-0.0008,9.1406,0.0853,4.9542
45631.80672453704,2.1319,0.5394,-0.0008,9.1394,0.0844,4.9542
45631.80673611111,2.1291,0.5391,-0.0008,9.1373,0.0832,4.9542
45631.80674768519,2.1255,0.5388,-0.0011,9.1373,0.0822,4.9542
45631.80675925926,2.1227,0.5382,-0.0008,9.1373,0.0813,4.9542
45631.80677083333,2.1197,0.5379,-0.0011,9.1342,0.0804,4.9542
45631.80678240741,2.1172,0.5376,-0.0008,9.1342,0.0798,4.9542
45631.80679398148,2.1139,0.5369,-0.0008,9.1342,0.0789,4.9542
45631.80680555556,2.1105,0.5366,-0.0008,9.1342,0.0783,4.9542
45631.80681712963,2.1078,0.5363,-0.0008,9.1342,0.0771,4.9542
45631.80682870370,2.1053,0.5354,-0.0011,9.1345,0.0761,4.9542
45631.80684027778,2.1026,0.5351,-0.0008,9.1342,0.0755,4.9539
45631.80685185185,2.0992,0.5348,-0.0008,9.1342,0.0746,4.9533
45631.80686342593,2.0965,0.5345,-0.0008,9.1315,0.0740,4.9533
45631.80687500000,2.0934,0.5342,-0.0008,9.1309,0.0731,4.9533
45631.80688657407,2.0904,0.5339,-0.0008,9.1315,0.0725,4.9533
45631.80689814815,2.0873,0.5336,-0.0011,9.1309,0.0719,4.9533
45631.80690972223,2.0849,0.5333,-0.0011,9.1281,0.0713,4.9533
45631.80692129629,2.0822,0.5330,-0.0008,9.1278,0.0703,4.9533
45631.80693287037,2.0794,0.5327,-0.0008,9.1278,0.0694,4.9533
45631.80694444445,2.0767,0.5324,-0.0008,9.1278,0.0688,4.9533
45631.80695601852,2.0736,0.5324,-0.0008,9.1278,0.0682,4.9533
45631.80696759259,2.0712,0.5318,-0.0008,9.1278,0.0676,4.9533
45631.80697916666,2.0687,0.4356,-0.0008,9.1278,0.0722,4.9533
45631.80699074074,2.0660,0.4198,-0.0008,9.1266,0.0700,4.9533
45631.80700231482,2.0629,0.0859,-0.0008,8.9780,0.0740,4.9539
45631.80701388889,2.0605,0.0090,-0.0011,8.7613,0.0664,4.9545
45631.80702546296,2.0584,0.0093,-0.0008,7.4140,0.0648,4.9551
45631.80703703704,2.0550,0.0090,-0.0011,4.3662,0.0639,4.9564
45631.80704861111,2.0529,0.0090,-0.0008,2.3869,0.0630,4.9570
45631.80706018519,2.0501,0.0090,-0.0008,1.9236,0.0624,4.9579
45631.80707175926,2.0480,0.0090,-0.0011,1.8617,0.0621,4.9573
45631.80708333333,2.0455,0.0093,-0.0011,1.8229,0.0615,4.9481
45631.80709490741,2.0428,0.0093,-0.0011,1.8083,0.0609,4.8999
45631.80710648148,2.0403,0.0090,-0.0008,1.7964,0.0606,4.7589
45631.80711805556,2.0388,0.0093,-0.0008,1.7897,0.0591,4.4998
45631.80712962963,2.0358,0.2730,-0.0008,1.7897,0.0435,4.1318
45631.80714120370,2.0330,0.4930,-0.0008,1.7897,0.0554,3.7134
45631.80715277778,2.0300,0.5257,-0.0008,1.7906,0.0578,3.3337
45631.80716435185,2.0278,0.5260,-0.0008,1.8174,0.0575,3.0518
45631.80717592593,2.0257,0.5257,-0.0011,1.8327,0.0569,2.8796
45631.80718750000,2.0233,0.5254,-0.0008,1.8434,0.0566,2.7936
45631.80719907407,2.0211,0.5250,-0.0011,1.8510,0.0563,2.7591
45631.80721064815,2.0196,0.5250,-0.0011,1.8553,0.0560,2.7423
45631.80722222223,2.0178,0.5247,-0.0008,1.8629,0.0557,2.7307
45631.80723379629,2.0172,0.5247,-0.0008,1.8660,0.0557,2.7206
45631.80724537037,2.0168,0.5247,-0.0008,1.8663,0.0554,2.7112
45631.80725694444,2.0168,0.5247,-0.0011,1.8663,0.0554,2.7020
45631.80726851852,2.0165,0.5247,-0.0011,1.8690,0.0551,2.6932
45631.80728009259,2.0165,0.5247,-0.0011,1.8693,0.0554,2.6846
45631.80729166666,2.0172,0.5247,-0.0011,1.8705,0.0554,2.6767
45631.80730324074,2.0175,0.5247,-0.0008,1.8776,0.0554,2.6678
45631.80731481482,2.0175,0.5247,-0.0011,1.8821,0.0554,2.6599
45631.80732638889,2.0187,0.5247,-0.0008,1.8910,0.0554,2.6517
45631.80733796296,2.0190,0.5250,-0.0011,1.8971,0.0557,2.6437
45631.80734953703,2.0196,0.5250,-0.0011,1.9072,0.0557,2.6358
45631.80736111111,2.0199,0.5250,-0.0008,1.9191,0.0557,2.6282
45631.80737268519,2.0205,0.5250,-0.0008,1.9322,0.0560,2.6205
45631.80738425926,2.0211,0.5254,-0.0008,1.9572,0.0560,2.6126
45631.80739583333,2.0214,0.5254,-0.0008,1.9929,0.0560,2.6050
45631.80740740741,2.0220,0.5257,-0.0008,2.0363,0.0563,2.5977
45631.80741898148,2.0223,0.5257,-0.0008,2.0906,0.0563,2.5906
45631.80743055556,2.0236,0.5257,-0.0011,2.1602,0.0563,2.5836
45631.80744212963,2.0239,0.5257,-0.0011,2.2484,0.0566,2.5763
45631.80745370370,2.0242,0.5260,-0.0008,2.3393,0.0566,2.5696
45631.80746527778,2.0251,0.5260,-0.0008,2.4174,0.0566,2.5629
45631.80747685185,2.0254,0.5260,-0.0008,2.5193,0.0569,2.5562
45631.80748842593,2.0260,0.5260,-0.0008,2.6411,0.0569,2.5497
45631.80750000000,2.0266,0.5263,-0.0008,2.7479,0.0569,2.5430
45631.80751157407,2.0269,0.5263,-0.0008,2.8990,0.0572,2.5369
45631.80752314815,2.0275,0.5266,-0.0008,2.9844,0.0572,2.5305
45631.80753472223,2.0281,0.5266,-0.0008,3.1776,0.0572,2.5241
45631.80754629630,2.0284,0.5266,-0.0008,3.3564,0.0575,2.5180
45631.80755787037,2.0287,0.5269,-0.0008,3.6045,0.0575,2.5116
45631.80756944444,2.0294,0.5269,-0.0008,3.7989,0.0578,2.5055
45631.80758101852,2.0297,0.5269,-0.0008,3.9793,0.0578,2.4994
45631.80759259260,2.0300,0.5272,-0.0008,4.1618,0.0578,2.4936
45631.80760416666,2.0306,0.5272,-0.0008,4.3141,0.0578,2.4878
45631.80761574074,2.0315,0.5272,-0.0008,4.4926,0.0584,2.4820
45631.80762731482,2.0318,0.5275,-0.0008,4.6381,0.0584,2.4762
45631.80763888889,2.0327,0.5275,-0.0011,4.7422,0.0587,2.4710
45631.80765046296,2.0336,0.5275,-0.0008,4.9867,0.0587,2.4655
45631.80766203703,2.0342,0.5278,-0.0008,5.0520,0.0587,2.4597
45631.80767361111,2.0345,0.5278,-0.0008,5.2915,0.0587,2.4545
45631.80768518519,2.0358,0.5278,-0.0008,5.4505,0.0591,2.4490
45631.80769675926,2.0367,0.5281,-0.0008,5.5808,0.0591,2.4442
45631.80770833333,2.0385,0.5284,-0.0011,5.7371,0.0594,2.4390
45631.80771990741,2.0410,0.5284,-0.0011,5.9351,0.0600,2.4341
45631.80773148148,2.0428,0.5287,-0.0011,6.1738,0.0603,2.4292
